paper_id,paper_title,paper_link,year,list_of_staff,number_of_staff,staff_name1,staff_dept1,staff_title1,staff_name2,staff_dept2,staff_title2,staff_name3,staff_dept3,staff_title3
408,Forepost: A tool for detecting performance problems with feedback-driven learning software testing,https://dl.acm.org/doi/pdf/10.1145/2889160.2889164,2016,"['Grechanik, Mark']",1,"Grechanik, Mark",Department of Computer Science,Associate Professor,,,,,,
409,Enhancing rules for cloud resource provisioning via learned software performance models,https://research.spec.org/icpe_proceedings/2016/proceedings/p209.pdf,2016,"['Grechanik, Mark']",1,"Grechanik, Mark",Department of Computer Science,Associate Professor,,,,,,
410,RUGRAT: Evaluating program analysis and testing tools and compilers with large generated random benchmark applications,https://ranger.uta.edu/~csallner/papers/hussain16rugrat.pdf,2016,"['Grechanik, Mark']",1,"Grechanik, Mark",Department of Computer Science,Associate Professor,,,,,,
411,How elasticity property plays an important role in the cloud: a survey,http://research-fadi.aub.edu.lb/promotion/copies/chapters/advances_in_computers_2016_Ch6_Vol103.pdf#page=12,2016,"['Grechanik, Mark']",1,"Grechanik, Mark",Department of Computer Science,Associate Professor,,,,,,
412,Input-sensitive profiling: A survey,https://research-fadi.aub.edu.lb/promotion/copies/chapters/advances_in_computers_2016_Ch6_Vol103.pdf#page=42,2016,"['Grechanik, Mark']",1,"Grechanik, Mark",Department of Computer Science,Associate Professor,,,,,,
413,Space to Teach: Content-Rich Canvases for Visually-Intensive Education,https://arxiv.org/pdf/2409.03072,2024,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
414,"Electronic Visualization Laboratory's 50th Anniversary Retrospective: Look to the Future, Build on the Past",https://direct.mit.edu/pvar/article/doi/10.1162/pres_a_00421/120470,2024,"['Johnson, Andrew', 'Marai, G. Elisabeta', 'Papka, Michael E.']",3,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,"Marai, G. Elisabeta",Department of Computer Science,Professor,"Papka, Michael E.","Deputy Associate Laboratory Director, Computing, Environment, and Life Sciences, Argonne National Laboratory",Collegiate Warren S. McCulloch Professor of Computer Science
415,Using personal situated analytics (psa) to interpret recorded meetings,https://www2.evl.uic.edu/documents/psa_uist23.pdf,2023,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
416,Psa: A cross-platform framework for situated analytics in mr and vr,https://www.researchgate.net/profile/Ashwini-Naik-4/publication/375768759_PSA_A_Cross-Platform_Framework_for_Situated_Analytics_in_MR_and_VR/links/655ba826b86a1d521bfab30c/PSA-A-Cross-Platform-Framework-for-Situated-Analytics-in-MR-and-VR.pdf,2023,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
417,Sage3-the smart amplified group environment,https://par.nsf.gov/servlets/purl/10502324,2023,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
418,Reflecting on the scalable adaptive graphics environment team’s 20-year translational research endeavor in digital collaboration tools,https://par.nsf.gov/servlets/purl/10502113,2023,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
419,Composable infrastructures for an academic research environment: Lessons learned,https://par.nsf.gov/servlets/purl/10356861,2022,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
420,Moving from composable to programmable,https://par.nsf.gov/servlets/purl/10356863,2022,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
421,Securing Collaborative Work in Wide-band Display Environments,https://www.evl.uic.edu/documents/ieecic2021_kbharadwaj.pdf,2021,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
422,Traces of time through space: Advantages of creating complex canvases in collaborative meetings,https://dl.acm.org/doi/pdf/10.1145/3488552,2021,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
423,A hybrid collaborative virtual environment with heterogeneous representations for architectural planning,https://www.evl.uic.edu/documents/hybrid_cve.pdf,2020,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
424,Vissnippets: A web-based system for impromptu collaborative data exploration on large displays,https://www2.evl.uic.edu/documents/vissnippetspearc20.pdf,2020,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
425,Bringing the field into the lab: large-scale visualization of animal movement trajectories within a virtual island,https://www2.evl.uic.edu/documents/ieee_ldav_bringingfieldintolab.pdf,2019,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
426,Extending virtual reality display wall environments using augmented reality,https://dl.acm.org/doi/fullHtml/10.1145/3357251.3357579,2019,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
427,Compaas dlv: Composable infrastructure for deep learning in an academic research environment,https://par.nsf.gov/servlets/purl/10129669,2019,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
428,"Usage patterns of wideband display environments in e-science research, development and training",https://par.nsf.gov/servlets/purl/10193032,2019,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
429,Immersive analytics lessons from the electronic visualization laboratory: A 25-year perspective,https://pmc.ncbi.nlm.nih.gov/articles/PMC6608600/,2019,"['Johnson, Andrew', 'Marai, G. Elisabeta']",2,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,"Marai, G. Elisabeta",Department of Computer Science,Professor,,,
430,Acceptability of clinical decision support interface prototypes for a nursing electronic health record to facilitate supportive care outcomes,https://pmc.ncbi.nlm.nih.gov/articles/PMC5858953/,2018,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
431,Toward a more robust and efficient usability testing method of clinical decision support for nurses derived from nursing electronic health record data,https://onlinelibrary.wiley.com/doi/am-pdf/10.1111/2047-3095.12146,2017,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
432,Toward meaningful care plan clinical decision support: feasibility and effects of a simulated pilot study,https://pmc.ncbi.nlm.nih.gov/articles/PMC5657586/,2017,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
433,Outcomes for end-of-life patients with anticipatory grieving: Insights from practice with standardized nursing terminologies within an interoperable Internet-based electronic health record,https://pmc.ncbi.nlm.nih.gov/articles/PMC5603282/,2017,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
434,A distributed graph approach for pre-processing linked RDF data using supercomputers,https://dl.acm.org/doi/pdf/10.1145/3066911.3066913,2017,"['Johnson, Andrew', 'Papka, Michael E.']",2,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,"Papka, Michael E.","Deputy Associate Laboratory Director, Computing, Environment, and Life Sciences, Argonne National Laboratory",Collegiate Warren S. McCulloch Professor of Computer Science,,,
435,Mixed presence collaboration using scalable visualizations in heterogeneous display spaces,https://dl.acm.org/doi/pdf/10.1145/2998181.2998346,2017,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
436,Synchronized mixed presence data-conferencing using large-scale shared displays,https://dl.acm.org/doi/pdf/10.1145/2992154.2996780,2016,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
437,Interactive multi-modal display spaces for visual analysis,https://dl.acm.org/doi/pdf/10.1145/2992154.2996792,2016,"['Johnson, Andrew', 'Papka, Michael E.']",2,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,"Papka, Michael E.","Deputy Associate Laboratory Director, Computing, Environment, and Life Sciences, Argonne National Laboratory",Collegiate Warren S. McCulloch Professor of Computer Science,,,
438,Modeling and evaluating user behavior in exploratory visual analysis,https://www.academia.edu/download/112252204/IV_VisEvaluation2016.pdf,2016,"['Johnson, Andrew', 'Papka, Michael E.']",2,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,"Papka, Michael E.","Deputy Associate Laboratory Director, Computing, Environment, and Life Sciences, Argonne National Laboratory",Collegiate Warren S. McCulloch Professor of Computer Science,,,
439,Nurses' numeracy and graphical literacy: informing studies of clinical decision support interfaces,https://pmc.ncbi.nlm.nih.gov/articles/PMC4764393/,2016,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
440,Teaching data visualization in evl’s cyber-commons classroom,https://www.evl.uic.edu/aej/papers/Johnsonpedagogy.pdf,2016,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
441,Interdisciplinary Immersive Analytics at the Electronic Visualization Laboratory: Lessons Learned and Upcoming Challenges,https://www.researchgate.net/profile/Angus-Forbes-2/publication/299600417_Interdisciplinary_Immersive_Analytics_at_the_Electronic_Visualization_Laboratory_Lessons_Learned_and_Upcoming_Challenges/links/60123b0792851c2d4dfb72c3/Interdisciplinary-Immersive-Analytics-at-the-Electronic-Visualization-Laboratory-Lessons-Learned-and-Upcoming-Challenges.pdf,2016,"['Johnson, Andrew', 'Marai, G. Elisabeta']",2,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,"Marai, G. Elisabeta",Department of Computer Science,Professor,,,
442,Improving sparse data movement performance using multiple paths on the Blue Gene/Q supercomputer,https://www.sciencedirect.com/science/article/am/pii/S0167819115001167,2016,"['Johnson, Andrew', 'Papka, Michael E.']",2,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,"Papka, Michael E.","Deputy Associate Laboratory Director, Computing, Environment, and Life Sciences, Argonne National Laboratory",Collegiate Warren S. McCulloch Professor of Computer Science,,,
443,SAGE2: A collaboration portal for scalable resolution displays,https://www.sciencedirect.com/science/article/am/pii/S0167739X15001892,2016,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
444,BactoGeNIE: a large-scale comparative genome visualization for big displays,https://link.springer.com/content/pdf/10.1186/1471-2105-16-S11-S6.pdf,2015,"['Johnson, Andrew', 'Marai, G. Elisabeta']",2,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,"Marai, G. Elisabeta",Department of Computer Science,Professor,,,
445,Use of simulation to study nurses’ acceptance and nonacceptance of clinical decision support suggestions,https://pmc.ncbi.nlm.nih.gov/articles/PMC4607642/,2015,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
446,PICU nurses' pain assessments and intervention choices for virtual human and written vignettes,https://pmc.ncbi.nlm.nih.gov/articles/PMC4470724/,2015,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
447,Effects of display size and resolution on user behavior and insight acquisition in visual exploration,https://dl.acm.org/doi/pdf/10.1145/2702123.2702406,2015,"['Johnson, Andrew', 'Papka, Michael E.']",2,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,"Papka, Michael E.","Deputy Associate Laboratory Director, Computing, Environment, and Life Sciences, Argonne National Laboratory",Collegiate Warren S. McCulloch Professor of Computer Science,,,
448,Development and validation of a virtual human vignette to compare nurses’ assessment and intervention choices for pain in critically ill children,https://pmc.ncbi.nlm.nih.gov/articles/PMC4315722/,2015,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
449,Evaluating user behavior and strategy during visual exploration,https://dl.acm.org/doi/pdf/10.1145/2669557.2669575,2014,"['Johnson, Andrew', 'Papka, Michael E.']",2,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,"Papka, Michael E.","Deputy Associate Laboratory Director, Computing, Environment, and Life Sciences, Argonne National Laboratory",Collegiate Warren S. McCulloch Professor of Computer Science,,,
450,Evaluating a clinical decision support interface for end-of-life nurse care,https://pmc.ncbi.nlm.nih.gov/articles/PMC4955939/,2014,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
451,A component-based evaluation protocol for clinical decision support interfaces,https://pmc.ncbi.nlm.nih.gov/articles/PMC4963154/,2013,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
452,Data mining nursing care plans of end‐of‐life patients: a study to improve healthcare decision making,https://pmc.ncbi.nlm.nih.gov/articles/PMC3641782/,2013,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
453,Maintaining a Consistent Big Picture: Meaningful Use of a Web‐based POC EHR System,https://pmc.ncbi.nlm.nih.gov/articles/PMC3674817/,2012,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
454,Current State of Pain Care for Hospitalized Patients at End of Life,https://pmc.ncbi.nlm.nih.gov/articles/PMC3681818/,2012,"['Johnson, Andrew']",1,"Johnson, Andrew",Department of Computer Science,Professor Emeritus,,,,,,
455,Sanctions and infrastructural ideologies: Assessing the material shaping of EU digital sovereignty in response to the war in Ukraine,https://onlinelibrary.wiley.com/doi/full/10.1002/poi3.422?ref=internet.exchangepoint.tech,2024,"['Kanich, Chris']",1,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,,,,,,
456,Rise of inspectron: Automated black-box auditing of cross-platform electron apps,https://www.usenix.org/system/files/usenixsecurity24-ali.pdf,2024,"['Kanich, Chris', 'Polakis, Jason']",2,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,"Polakis, Jason",Department of Computer Science,Associate Professor,,,
457,Poster: Longitudinal Measurement of the Adoption Dynamics in Apple's Privacy Label Ecosystem,https://dl.acm.org/doi/pdf/10.1145/3576915.3624383,2023,"['Kanich, Chris']",1,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,,,,,,
458,SoK: A data-driven view on methods to detect reflective amplification DDoS attacks using honeypots,https://arxiv.org/pdf/2302.04614,2023,"['Kanich, Chris']",1,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,,,,,,
459,"Tracking, But Make It Offline: The Privacy Implications of Scanning QR Codes Found in the World",https://par.nsf.gov/servlets/purl/10420113,2023,"['Kanich, Chris', 'Zuck, Lenore']",2,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,"Zuck, Lenore",Department of Computer Science,Research Professor,,,
460,Navigating murky waters: Automated browser feature testing for uncovering tracking vectors,https://par.nsf.gov/servlets/purl/10425901,2023,"['Kanich, Chris', 'Polakis, Jason']",2,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,"Polakis, Jason",Department of Computer Science,Associate Professor,,,
461,Cart-ology: Intercepting targeted advertising via ad network identity entanglement,https://dl.acm.org/doi/pdf/10.1145/3548606.3560641,2022,"['Kanich, Chris']",1,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,,,,,,
462,Fair decision-making for food inspections,https://dl.acm.org/doi/pdf/10.1145/3551624.3555289,2022,"['Kanich, Chris', 'Kash, Ian']",2,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,"Kash, Ian",Department of Computer Science,Associate Professor,,,
463,Towards automated auditing for account and session management flaws in single sign-on deployments,https://par.nsf.gov/servlets/purl/10339713,2022,"['Kanich, Chris', 'Polakis, Jason']",2,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,"Polakis, Jason",Department of Computer Science,Associate Professor,,,
464,Associations between safety outcomes and communication practices among pediatric nurses in the United States,https://www.mghpcs.org/munncenter/Documents/weekly/nov-22/Associations-between-safety-outcomes-communication-practices.pdf,2022,"['Kanich, Chris']",1,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,,,,,,
465,Plight at the end of the tunnel: Legacy ipv6 transition mechanisms in the wild,https://par.nsf.gov/servlets/purl/10268959,2021,"['Kanich, Chris', 'Polakis, Jason']",2,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,"Polakis, Jason",Department of Computer Science,Associate Professor,,,
466,"Helping users automatically find and manage sensitive, expendable files in cloud storage",https://www.usenix.org/system/files/sec21-khan-mohammad.pdf,2021,"['Kanich, Chris', 'Zheleva, Elena']",2,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,"Zheleva, Elena",Department of Computer Science,Associate Professor,,,
467,Tales of favicons and caches: Persistent tracking in modern browsers,https://par.nsf.gov/servlets/purl/10268961,2021,"['Kanich, Chris', 'Polakis, Jason']",2,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,"Polakis, Jason",Department of Computer Science,Associate Professor,,,
468,On measuring RPKI relying parties,https://netd.cs.tu-dresden.de/papers/kbkmp-mrrp-20.pdf,2020,"['Kanich, Chris']",1,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,,,,,,
469,Moving beyond set-it-and-forget-it privacy settings on social media,https://dl.acm.org/doi/pdf/10.1145/3319535.3354202,2019,"['Kanich, Chris', 'Zheleva, Elena']",2,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,"Zheleva, Elena",Department of Computer Science,Associate Professor,,,
470,Deepfp: A deep learning framework for user fingerprinting via mobile motion sensors,https://www.cs.uic.edu/~ckanich/papers/amini2018deepfp.pdf,2018,"['Kanich, Chris', 'Yu, Philip S.']",2,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,
471,An empirical analysis of the commercial vpn ecosystem,https://dl.acm.org/doi/pdf/10.1145/3278532.3278570,2018,"['Kanich, Chris']",1,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,,,,,,
472,Deepauth: A framework for continuous user re-authentication in mobile apps,https://dl.acm.org/doi/pdf/10.1145/3269206.3272034,2018,"['Kanich, Chris', 'Yu, Philip S.']",2,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,"Yu, Philip S.",Department of Computer Science,Distinguished Professor,,,
473,Forgotten but not gone: Identifying the need for longitudinal data management in cloud storage,https://dl.acm.org/doi/pdf/10.1145/3173574.3174117,2018,"['Kanich, Chris']",1,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,,,,,,
474,"O single {Sign-Off}, where art thou? an empirical analysis of single {Sign-On} account hijacking and session management on the web",https://www.usenix.org/system/files/conference/usenixsecurity18/sec18-ghasemisharif_0.pdf,2018,"['Kanich, Chris', 'Polakis, Jason']",2,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,"Polakis, Jason",Department of Computer Science,Associate Professor,,,
475,Fifteen minutes of unwanted fame: Detecting and characterizing doxing,https://dl.acm.org/doi/pdf/10.1145/3131365.3131385,2017,"['Kanich, Chris']",1,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,,,,,,
476,Most websites don't need to vibrate: A cost-benefit approach to improving browser security,https://dl.acm.org/doi/pdf/10.1145/3133956.3133966,2017,"['Kanich, Chris']",1,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,,,,,,
477,Characterizing the impact of malware infections and remediation attempts through support forum analysis,https://www.cs.uic.edu/~ckanich/papers/amini2017characterizing.pdf,2017,"['Kanich, Chris']",1,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,,,,,,
478,Browser feature usage on the modern web,https://dl.acm.org/doi/pdf/10.1145/2987443.2987466,2016,"['Kanich, Chris']",1,"Kanich, Chris",Department of Computer Science,Professor and Associate Dean of Engineering for Faculty Affairs,,,,,,
479,Learning fairness from demonstrations via inverse reinforcement learning,https://dl.acm.org/doi/fullHtml/10.1145/3630106.3658539,2024,"['Kash, Ian']",1,"Kash, Ian",Department of Computer Science,Associate Professor,,,,,,
480,Game-theoretic counterfactual explanation for graph neural networks,https://dl.acm.org/doi/pdf/10.1145/3589334.3645419,2024,"['Kash, Ian', 'Medya, Sourav']",2,"Kash, Ian",Department of Computer Science,Associate Professor,"Medya, Sourav",Department of Computer Science,Assistant Professor,,,
481,Group Fairness in Reinforcement Learning via Multi-Objective Rewards,https://openreview.net/pdf?id=cueEUSG7lE,2024,"['Kash, Ian']",1,"Kash, Ian",Department of Computer Science,Associate Professor,,,,,,
482,Slowly Changing Adversarial Bandit Algorithms are Efficient for Discounted MDPs,https://proceedings.mlr.press/v237/kash24a/kash24a.pdf,2024,"['Kash, Ian']",1,"Kash, Ian",Department of Computer Science,Associate Professor,,,,,,
483,Generalizing group fairness in machine learning via utilities,https://www.jair.org/index.php/jair/article/download/14238/26985,2023,"['Kash, Ian']",1,"Kash, Ian",Department of Computer Science,Associate Professor,,,,,,
484,Multiplicative weight updates for extensive form games,https://www.ifaamas.org/Proceedings/aamas2023/pdfs/p1071.pdf,2023,"['Kash, Ian']",1,"Kash, Ian",Department of Computer Science,Associate Professor,,,,,,
485,An Analysis of Connections Between Regret Minimization and Actor Critic Methods in Cooperative Settings.,https://www.ifaamas.org/Proceedings/aamas2023/pdfs/p2836.pdf,2023,"['Kash, Ian']",1,"Kash, Ian",Department of Computer Science,Associate Professor,,,,,,
486,Optimal pricing and introduction timing of technology upgrades in subscription-based services,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3934603,2023,"['Kash, Ian']",1,"Kash, Ian",Department of Computer Science,Associate Professor,,,,,,
487,Dynamic relocation in ridesharing via fixpoint construction,https://proceedings.mlr.press/v180/kash22a/kash22a.pdf,2022,"['Kash, Ian', 'Zuck, Lenore']",2,"Kash, Ian",Department of Computer Science,Associate Professor,"Zuck, Lenore",Department of Computer Science,Research Professor,,,
488,Elicitation complexity of statistical properties,https://arxiv.org/pdf/1506.07212,2021,"['Kash, Ian']",1,"Kash, Ian",Department of Computer Science,Associate Professor,,,,,,
489,Simple pricing schemes for the cloud,https://dl.acm.org/doi/fullHtml/10.1145/3327973,2019,"['Kash, Ian']",1,"Kash, Ian",Department of Computer Science,Associate Professor,,,,,,
490,Incentive-compatible mechanisms for norm monitoring in open multi-agent systems,https://www.jair.org/index.php/jair/article/download/11214/26425,2018,"['Kash, Ian']",1,"Kash, Ian",Department of Computer Science,Associate Professor,,,,,,
491,Incentivising monitoring in open normative systems,https://ojs.aaai.org/index.php/AAAI/article/download/10610/10469,2017,"['Kash, Ian']",1,"Kash, Ian",Department of Computer Science,Associate Professor,,,,,,
492,Economics of a supercloud,https://dl.acm.org/doi/pdf/10.1145/2904111.2904119,2016,"['Kash, Ian']",1,"Kash, Ian",Department of Computer Science,Associate Professor,,,,,,
493,Truthful mechanisms for agents that value privacy,https://arxiv.org/pdf/1111.5472,2016,"['Kash, Ian']",1,"Kash, Ian",Department of Computer Science,Associate Professor,,,,,,
494,Non-Myopic Negotiators See What's Best.,https://www.ijcai.org/Proceedings/15/Papers/290.pdf,2015,"['Kash, Ian']",1,"Kash, Ian",Department of Computer Science,Associate Professor,,,,,,
495,Mix and match: A strategyproof mechanism for multi-hospital kidney exchange,https://arxiv.org/pdf/1006.1881,2015,"['Kash, Ian']",1,"Kash, Ian",Department of Computer Science,Associate Professor,,,,,,
496,Reframing Diversity in Computing on the Basis of Genders: JA Rode et al.,https://link.springer.com/content/pdf/10.1007/s10606-025-09518-0.pdf,2025,"['Kerne, Andruid']",1,"Kerne, Andruid",Department of Computer Science,Professor,,,,,,
497,Recognizing creative visual design: multiscale design characteristics in free-form web curation documents,https://dl.acm.org/doi/pdf/10.1145/3469096.3469869,2021,"['Kerne, Andruid']",1,"Kerne, Andruid",Department of Computer Science,Professor,,,,,,
498,Multiscale Design Curation: Supporting Computer Science Students' Iterative and Reflective Creative Processes,https://dl.acm.org/doi/pdf/10.1145/3325480.3325483,2019,"['Kerne, Andruid']",1,"Kerne, Andruid",Department of Computer Science,Professor,,,,,,
499,Interstices: Sustained spatial relationships between hands and surfaces reveal anticipated action,https://dl.acm.org/doi/fullHtml/10.1145/3290605.3300818,2019,"['Kerne, Andruid']",1,"Kerne, Andruid",Department of Computer Science,Professor,,,,,,
500,Multiscale design strategies in a landscape architecture classroom,https://dl.acm.org/doi/pdf/10.1145/3196709.3196812,2018,"['Kerne, Andruid']",1,"Kerne, Andruid",Department of Computer Science,Professor,,,,,,
501,Collaborative live media curation: Shared context for participation in online learning,https://dl.acm.org/doi/pdf/10.1145/3173574.3174129,2018,"['Kerne, Andruid']",1,"Kerne, Andruid",Department of Computer Science,Professor,,,,,,
502,Strategies of free-form web curation: Processes of creative engagement with prior work,https://dl.acm.org/doi/pdf/10.1145/3059454.3059471,2017,"['Kerne, Andruid']",1,"Kerne, Andruid",Department of Computer Science,Professor,,,,,,
503,Layerfish: Bimanual layering with a fisheye in-place,https://dl.acm.org/doi/pdf/10.1145/2992154.2992171,2016,"['Kerne, Andruid']",1,"Kerne, Andruid",Department of Computer Science,Professor,,,,,,
504,Evaluating display modalities using a mixed reality game,https://dl.acm.org/doi/pdf/10.1145/2967934.2968090,2016,"['Kerne, Andruid']",1,"Kerne, Andruid",Department of Computer Science,Professor,,,,,,
505,Patterns of free-form curation: Visual thinking with web content,https://dl.acm.org/doi/pdf/10.1145/2964284.2964303,2016,"['Kerne, Andruid']",1,"Kerne, Andruid",Department of Computer Science,Professor,,,,,,
506,Academic Positions,https://www.assumption.edu/wp-content/uploads/2022/09/LeoneCV.pdf,2015,"['Kerne, Andruid']",1,"Kerne, Andruid",Department of Computer Science,Professor,,,,,,
507,Supporting team coordination on the ground: requirements from a mixed reality game,https://people.cs.nott.ac.uk/pszjf1/papers/COOP2014-Fischer-author-version.pdf,2014,"['Kerne, Andruid']",1,"Kerne, Andruid",Department of Computer Science,Professor,,,,,,
508,Faster Leader Election and Its Applications for Mobile Agents with Parameter Advice,https://www.cs.uic.edu/~ajayk/ext/ICDCIT2025.pdf,2024,"['Kshemkalyani, Ajay']",1,"Kshemkalyani, Ajay",Department of Computer Science,Professor,,,,,,
509,Dispersion of mobile robots using global communication,https://www.cs.uic.edu/~ajayk/ext/JPDC2022.pdf,2022,"['Kshemkalyani, Ajay']",1,"Kshemkalyani, Ajay",Department of Computer Science,Professor,,,,,,
510,Efficient dispersion of mobile robots on dynamic graphs,https://www.cs.uic.edu/~ajayk/ext/ICDCS2020.pdf,2020,"['Kshemkalyani, Ajay']",1,"Kshemkalyani, Ajay",Department of Computer Science,Professor,,,,,,
511,Automatic Event Scheduling in Mobile Social Network Communities,https://www.cs.uic.edu/~ajayk/ext/ICSC2013.pdf,2014,"['Kshemkalyani, Ajay']",1,"Kshemkalyani, Ajay",Department of Computer Science,Professor,,,,,,
512,Performance Evaluation of Incremental Vector Clocks,https://www.cs.uic.edu/~ajayk/ext/ISPDC2011.pdf,2011,"['Kshemkalyani, Ajay']",1,"Kshemkalyani, Ajay",Department of Computer Science,Professor,,,,,,
513,Topology assisted clustering of temporal fMRI brain networks with use-case in mitigating non-neural multi-site variability,https://ieeexplore.ieee.org/iel8/6287639/10820123/11184751.pdf,2025,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
514,"UALCAN Mobile, an app for cancer proteogenomic data analysis",https://www.biorxiv.org/content/10.1101/2025.09.04.674198.full,2025,"['Kumar, Sidharth']",1,"Kumar, Sidharth",Department of Computer Science,Associate Professor,,,,,,
